split,scale,RMSE,MAE,MAPE,Directional_Accuracy
test,reconstructed_transformed,0.1190363560048468,0.0965996634228587,270.67192650225746,65.625
test,level,1245013.5459170865,1015041.0796234643,9.48425383943872,43.75
validation,reconstructed_transformed,0.09577200627517986,0.07755678663691157,175.40226267856804,75.0
validation,level,770034.1596503701,635157.131487071,8.005692916092872,65.625
