component,rank,lag_spec,nobs,AIC,BIC,HQIC,resid_Ljung_Box_lag12_stat,resid_Ljung_Box_lag12_pvalue,resid_ARCH_LM_stat,resid_ARCH_LM_pvalue,resid_Jarque_Bera_stat,resid_Jarque_Bera_pvalue,resid_skewness,resid_kurtosis
VMD1,1,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4], US_Sentiment:[1, 2, 3, 4, 5, 6], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1207.8054571788844,-1120.3043419112516,-1172.2579577222948,196.76170980544381,1.518862742517198e-35,48.87433993208435,2.2002006288293578e-06,2.491901264505934,0.2876673122816758,-0.2913475621573776,3.2647527095689015
VMD1,2,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4], US_Sentiment:[1, 2, 3, 4, 5], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1206.491801821332,-1122.0079663905142,-1172.1700782080732,191.14274954725974,2.184818792907972e-34,46.10807972022013,6.647083674209205e-06,6.209648190722857,0.04483240409353388,-0.4241727553363828,3.5487020873548665
VMD1,3,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5], US_Sentiment:[1, 2, 3, 4, 5, 6], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1224.1255372824492,-1133.6071421780014,-1187.352261982529,158.89609883805295,8.815248173679319e-28,52.08566194584715,5.986740238548662e-07,3.726031547965064,0.1552038641013781,-0.337825794412806,3.394959829817182
VMD1,4,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5], US_Sentiment:[1, 2, 3, 4, 5], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1224.7745417799038,-1137.273426512271,-1189.2270423233142,156.0302683577227,3.3770774444462625e-27,50.3497617364226,1.2126716327499937e-06,6.257929168346736,0.043763086794639965,-0.4243657365535946,3.5552977325408266
VMD1,5,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5, 6], US_Sentiment:[1, 2, 3, 4, 5, 6], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1244.5393472297806,-1151.003672288518,-1206.5402960865297,148.79793187699025,9.939612058390209e-26,39.98579829767428,7.230017348057879e-05,4.174710269639527,0.12401470461291841,-0.38400918272946716,3.3104859630840493
VMD1,6,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5, 6], US_Sentiment:[1, 2, 3, 4, 5], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1245.6873839005048,-1155.168988796057,-1208.9141086005845,147.37146396135435,1.9341916724174625e-25,36.5429752241065,0.00026488203838651904,5.6422155072541615,0.05953995056797307,-0.43225241105585505,3.4244041625504162
VMD1,7,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4], US_Sentiment:[1, 2, 3, 4], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1208.274962186147,-1126.808406592144,-1175.1790144162187,187.48302569397922,1.237635038010444e-33,46.2363084044388,6.317164973952083e-06,6.184601766427488,0.045397380074335254,-0.4214741037416544,3.553249659028168
VMD1,8,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4], US_Sentiment:[1, 2, 3, 4, 5, 6], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5]",151,-1207.2980864116314,-1122.8142509808135,-1172.9763627983725,200.11739889371552,3.0844651895717625e-36,45.49160458458029,8.486154317017038e-06,1.5671906168800693,0.4567608594900542,-0.22606839889819058,3.2306354080707904
VMD1,9,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4], US_Sentiment:[1, 2, 3, 4, 5], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5]",151,-1206.0180681409965,-1124.5515125469935,-1172.9221203710683,194.6517437481127,4.1354902250868224e-35,51.7324373540765,6.914342602562066e-07,4.257887357114927,0.11896289055764679,-0.3537714610845888,3.446441151921629
VMD1,10,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5], US_Sentiment:[1, 2, 3, 4], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1226.4056487863154,-1141.9218133554975,-1192.0839251730565,161.5714427329198,2.5123392126752954e-28,48.21060471543171,2.872585461139475e-06,6.378578303906558,0.04120114828774485,-0.4341352219638275,3.542807383905128
VMD1,11,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5], US_Sentiment:[1, 2, 3, 4, 5, 6], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5]",151,-1219.7801117671927,-1132.27899649956,-1184.2326123106031,170.34276451949836,4.062291730213827e-30,45.74165741694438,7.686447610828725e-06,2.201164896974104,0.3326772598906674,-0.2587561567399528,3.306620825983275
VMD1,12,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4], US_Sentiment:[1, 2, 3, 4, 5, 6], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4]",151,-1201.8202595967582,-1120.3537040027552,-1168.72431182683,224.89143231658335,2.2937632977506858e-41,64.46541883651972,3.4223556011911397e-09,3.6389645635281442,0.16210965633763386,-0.28653137855155475,3.5194083480941027
VMD1,13,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5], US_Sentiment:[1, 2, 3, 4, 5], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5]",151,-1220.2601057441475,-1135.7762703133296,-1185.9383821308886,167.36337576450936,1.6515467513226005e-29,47.3714434323899,4.019389042158707e-06,3.919686307740727,0.14088051575189225,-0.3485756000273956,3.3978846567224736
VMD1,14,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5, 6], US_Sentiment:[1, 2, 3, 4], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5, 6]",151,-1247.3978241489704,-1159.8967088813376,-1211.8503246923808,143.59115402374402,1.1265818484830617e-24,36.77664360488908,0.00024281519456011152,5.6594628786747,0.05902870432887071,-0.4267109179237611,3.449437242656043
VMD1,15,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4], US_Sentiment:[1, 2, 3, 4, 5], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4]",151,-1200.9429987360477,-1122.4937229788598,-1169.0728268094501,218.42031371254998,5.045711197999804e-40,58.74245527201242,3.8227981106513083e-08,9.065392223701114,0.01075164931150683,-0.3820762784953579,3.951983367015869
VMD1,16,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5, 6], US_Sentiment:[1, 2, 3, 4, 5, 6], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5]",151,-1240.7022378757192,-1150.1838427712714,-1203.928962575799,158.20680987613957,1.2178534585430043e-27,47.50379553721612,3.8123346103087836e-06,5.261775948567462,0.0720144868263514,-0.44087483325471016,3.2957481979791545
VMD1,17,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5, 6], US_Sentiment:[1, 2, 3, 4, 5], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4, 5]",151,-1241.729636634901,-1154.2285213672683,-1206.1821371783115,156.80881743561798,2.3450162001440074e-27,43.2436641477161,2.0532008244197533e-05,6.9387717245569345,0.031136146672703004,-0.5008254780401562,3.3705608879787565
VMD1,18,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5], US_Sentiment:[1, 2, 3, 4, 5, 6], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4]",151,-1213.8026785683144,-1129.3188431374965,-1179.4809549550555,195.13809376863804,3.2830606675489766e-35,65.31654182602169,2.382478043851636e-09,5.425868455547995,0.0663418587195421,-0.37843822946615424,3.564855386491097
VMD1,19,"target:[1] | US_Retail:[1, 2, 3, 4, 5, 6], PCE:[1, 2, 3, 4, 5], US_Sentiment:[1, 2, 3, 4, 5], Import_CN:[1, 2, 3, 4], USD_VND:[1, 2, 3, 4]",151,-1214.541840025647,-1133.075284431644,-1181.4458922557187,191.52527452248438,1.822408349806309e-34,63.16792747778259,5.935193092491983e-09,8.70138492730253,0.012897878175646494,-0.4554489941446242,3.775002903552353
