component,rank,lag_spec,nobs,AIC,BIC,HQIC,resid_Ljung_Box_lag12_stat,resid_Ljung_Box_lag12_pvalue,resid_ARCH_LM_stat,resid_ARCH_LM_pvalue,resid_Jarque_Bera_stat,resid_Jarque_Bera_pvalue,resid_skewness,resid_kurtosis
raw_no_vmd,1,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[3]",140,-105.08891578967038,-78.61413398618664,-94.33035628688151,14.313310470948267,0.28114992221065654,10.289801204764643,0.5905528574544439,226.27756014215956,7.319006382195738e-50,0.12293230643424666,9.2233423072857
raw_no_vmd,2,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[6]",140,-104.73890367654367,-78.26412187305993,-93.9803441737548,14.740035039737771,0.25596200994414575,10.473739379458664,0.5744735714710132,212.12554305891044,8.660113608605687e-47,0.0622897434626018,9.02900147300831
raw_no_vmd,3,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[4]",140,-104.34499408731489,-77.87021228383115,-93.58643458452602,14.044957195748047,0.2978466084420563,10.138024838068233,0.6038531362128727,198.1434755303532,9.412196295860533e-44,0.019980790090969255,8.828023337304845
raw_no_vmd,4,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[3]",140,-104.50954570943024,-78.0347639059465,-93.75098620664137,18.0193362169693,0.11510466693740061,14.310081859137739,0.28134687621429033,243.31799421730102,1.4593816520781288e-53,0.07330059922591518,9.456792101357284
raw_no_vmd,5,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[6]",140,-104.68407604898988,-78.20929424550614,-93.92551654620101,18.639958344702716,0.09759571381595647,14.16478161757307,0.29030967005054664,234.67747212684583,1.0975755252021225e-51,0.03548371350601936,9.342348730358246
raw_no_vmd,6,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[4]",140,-104.21766683778614,-77.7428850343024,-93.45910733499727,17.734869286446862,0.12398114874649496,13.929669004583019,0.30522203901204126,220.77739089764123,1.1449821128207689e-48,0.008068437232968472,9.15201530610843
raw_no_vmd,7,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[3]",140,-102.76995846342108,-76.29517665993734,-92.0113989606322,17.28695000755828,0.1391182980653697,14.170102136076167,0.289978058981122,258.2306418077821,8.431961254800733e-57,0.1418210544441081,9.647379722737123
raw_no_vmd,8,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[6]",140,-102.52653693773078,-76.05175513424705,-91.76797743494191,17.687429030533707,0.12551609655446996,14.12109073477319,0.29304259569216584,241.89891374633294,2.967005086063269e-53,0.06888702095055518,9.438121117766837
raw_no_vmd,9,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[4]",140,-102.23421171922374,-75.75942991574,-91.47565221643487,16.934008714272714,0.15209659050288135,13.786393674331876,0.3145563474936976,219.52948813889884,2.1368662662963368e-48,0.02929956685357833,9.134345334232963
raw_no_vmd,10,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[5], Import_CN:[2], USD_VND:[3]",140,-103.40768907673007,-76.93290727324633,-92.6491295739412,14.870915541864445,0.24857177093377567,10.209126401538867,0.5976198405219599,288.5641979577804,2.1831349182993514e-63,0.08001209142162502,10.031538983909506
raw_no_vmd,11,"target:[1, 12] | US_Retail:[1], PCE:[1], US_Sentiment:[5], Import_CN:[2], USD_VND:[6]",140,-103.0291826687557,-76.55440086527196,-92.27062316596682,15.230474879458301,0.22907379962935137,10.526600528769364,0.5698638803631932,270.0743159902853,2.259994752787476e-59,0.01877509821532865,9.804193130159609
