feature,exog_lag,target_lags,AIC,BIC,selected_ic,selected_score,nobs,rank_within_feature,selected_for_ffnn_grid,combo_rank,combo_score_sum,exog_lags,lag_spec,component
__ffnn_combo__,,"(1, 12)",,,aic,,,,,67.0,-519.6505298856804,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[5], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,68.0,-519.6281767185308,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[5], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,69.0,-519.3938223517838,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[5], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,70.0,-518.8751996611295,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[5], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,71.0,-518.85284649398,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[5], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,72.0,-518.618492127233,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[5], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,73.0,-521.2156546938118,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,74.0,-521.1933015266621,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,75.0,-520.9589471599152,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,76.0,-519.0595754022067,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,77.0,-519.0372222350571,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,78.0,-518.8028678683102,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,79.0,-518.2842451776559,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,80.0,-518.2618920105062,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,81.0,-518.0275376437594,"{'US_Retail': (1,), 'PCE': (2,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[1], PCE:[2], US_Sentiment:[3], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,82.0,-523.8878903371668,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,83.0,-523.8655371700173,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,84.0,-523.6311828032703,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,85.0,-521.7318110455618,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,86.0,-521.7094578784123,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,87.0,-521.4751035116653,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,88.0,-520.956480821011,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,89.0,-520.9341276538614,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,90.0,-520.6997732871145,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[6], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,91.0,-521.9250165876363,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,92.0,-521.9026634204868,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,93.0,-521.6683090537398,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,94.0,-519.7689372960313,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,95.0,-519.7465841288818,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,96.0,-519.5122297621348,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,97.0,-518.9936070714805,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,98.0,-518.9712539043309,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,99.0,-518.7368995375839,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[5], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,100.0,-521.3340621041626,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,101.0,-521.311708937013,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,102.0,-521.0773545702662,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,103.0,-519.1779828125576,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,104.0,-519.155629645408,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,105.0,-518.9212752786611,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,106.0,-518.4026525880067,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,107.0,-518.3802994208572,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,108.0,-518.1459450541103,"{'US_Retail': (3,), 'PCE': (1,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[1], US_Sentiment:[3], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,109.0,-522.8623603787883,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,110.0,-522.8400072116386,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,111.0,-522.6056528448917,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,112.0,-520.7062810871832,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,113.0,-520.6839279200336,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,114.0,-520.4495735532867,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,115.0,-519.9309508626324,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,116.0,-519.9085976954829,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,117.0,-519.6742433287359,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[6], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,118.0,-520.8994866292577,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,119.0,-520.8771334621081,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,120.0,-520.6427790953611,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,121.0,-518.7434073376527,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,122.0,-518.7210541705031,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,123.0,-518.4866998037561,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,124.0,-517.9680771131018,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,125.0,-517.9457239459523,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,126.0,-517.7113695792053,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (5,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[5], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,127.0,-520.3085321457839,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,128.0,-520.2861789786344,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,129.0,-520.0518246118875,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,130.0,-518.1524528541789,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,131.0,-518.1300996870294,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,132.0,-517.8957453202825,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,133.0,-517.3771226296282,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,134.0,-517.3547694624785,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,135.0,-517.1204150957316,"{'US_Retail': (3,), 'PCE': (3,), 'US_Sentiment': (3,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[3], US_Sentiment:[3], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,136.0,-521.3722239777243,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,137.0,-521.3498708105747,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,138.0,-521.1155164438277,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,139.0,-519.2161446861193,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[1], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,140.0,-519.1937915189696,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[1], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,141.0,-518.9594371522227,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (1,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[1], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,142.0,-518.4408144615684,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[3], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,143.0,-518.4184612944189,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[3], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,144.0,-518.1841069276719,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (6,), 'Import_CN': (3,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[6], Import_CN:[3], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,145.0,-519.4093502281937,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[2], USD_VND:[3]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,146.0,-519.3869970610441,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (6,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[2], USD_VND:[6]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,147.0,-519.1526426942971,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (2,), 'USD_VND': (4,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[2], USD_VND:[4]",raw_no_vmd
__ffnn_combo__,,"(1, 12)",,,aic,,,,,148.0,-517.2532709365887,"{'US_Retail': (3,), 'PCE': (2,), 'US_Sentiment': (5,), 'Import_CN': (1,), 'USD_VND': (3,)}","target:[1, 12] | US_Retail:[3], PCE:[2], US_Sentiment:[5], Import_CN:[1], USD_VND:[3]",raw_no_vmd
