component,rank,lag_spec,nobs,AIC,BIC,HQIC,resid_Ljung_Box_lag12_stat,resid_Ljung_Box_lag12_pvalue,resid_ARCH_LM_stat,resid_ARCH_LM_pvalue,resid_Jarque_Bera_stat,resid_Jarque_Bera_pvalue,resid_skewness,resid_kurtosis
VMD2,15,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[1], gold:[1], policy_rate:[1], VNINDEX:[4], NIKKEI225:[4], USDVND:[4]",239,-706.4863399106532,-664.7687772874751,-689.6753105810186,622.1099605691896,2.007047832703839e-125,191.16139728512192,2.1655871640698954e-34,35.679526843556225,1.787677555094283e-08,-0.03268497131705237,4.8917209432881785
VMD2,16,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[1], gold:[6], policy_rate:[1], VNINDEX:[3], NIKKEI225:[4], USDVND:[4]",239,-702.4817381386048,-660.7641755154266,-685.6707088089702,635.8889978230101,2.2797953581737645e-128,186.48300636733023,1.987278758880335e-33,27.802964038938853,9.176204183520591e-07,-0.012198371944200405,4.670728656044531
VMD3,1,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-813.2329252448659,-771.5153626216877,-796.4218959152313,448.73564683745053,1.752495626720044e-88,155.42149702121586,4.4911590220173366e-27,6.376126591327716,0.04125168594412804,0.1168998657228544,3.7652569373109577
VMD3,2,"target:[1, 12] | broad_money:[6], ppi_qoq:[2], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-813.2329252448659,-771.5153626216877,-796.4218959152313,448.73564683745053,1.752495626720044e-88,155.42149702121586,4.4911590220173366e-27,6.376126591327716,0.04125168594412804,0.1168998657228544,3.7652569373109577
VMD3,3,"target:[1, 12] | broad_money:[6], ppi_qoq:[3], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-813.2329252448659,-771.5153626216877,-796.4218959152313,448.73564683745053,1.752495626720044e-88,155.42149702121586,4.4911590220173366e-27,6.376126591327716,0.04125168594412804,0.1168998657228544,3.7652569373109577
VMD3,4,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[1], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-813.2329024525894,-771.5153398294112,-796.4218731229548,448.73481360728925,1.7532096912180984e-88,155.4245556852606,4.484731167366744e-27,6.375259293499291,0.04126957857222613,0.11696969961490344,3.7651573428685543
VMD3,5,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[6], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-813.2302582334614,-771.5126956102833,-796.4192289038268,448.74348087095626,1.745796193217452e-88,155.40912771391504,4.517247425972101e-27,6.3714566793970935,0.04134811935437262,0.11641446681102871,3.7652465204520302
VMD3,6,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[4], gold:[6], policy_rate:[2], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-813.230601948331,-771.5130393251529,-796.4195726186964,448.74910624212055,1.7410013441717258e-88,155.47612915659485,4.37772196621038e-27,6.364071782746294,0.041501077369436395,0.11814995818351441,3.7636964837816542
VMD3,7,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[3], VNINDEX:[1], NIKKEI225:[6], USDVND:[6]",239,-813.2329728847002,-771.515410261522,-796.4219435550656,448.73246313197075,1.7552255780059555e-88,155.43286538905787,4.467314495928734e-27,6.372563529492193,0.041325242600321076,0.11714719015744876,3.7648717806764
VMD3,8,"target:[1, 12] | broad_money:[6], ppi_qoq:[1], wti:[5], gold:[6], policy_rate:[2], VNINDEX:[3], NIKKEI225:[6], USDVND:[6]",239,-813.1827390802346,-771.4651764570565,-796.3717097506,448.6055000299417,1.8676303588405424e-88,155.1447511525452,5.112517492940972e-27,6.375064545490205,0.041273597352016675,0.11791767168849004,3.764562316875806
