date,split,actual,predicted,pipeline,scale
2023-07-01,test,0.1795153086666069,0.2616350648848906,cached_vmd,transformed
2023-07-01,test,0.1795153086666069,-0.5099850848076946,no_vmd,transformed
2023-08-01,test,0.4280736684917795,0.14882097842847244,cached_vmd,transformed
2023-08-01,test,0.4280736684917795,-0.4184747296816266,no_vmd,transformed
2023-09-01,test,0.1982553528945309,0.03216485402806317,cached_vmd,transformed
2023-09-01,test,0.1982553528945309,-0.27565825341508077,no_vmd,transformed
2023-10-01,test,-0.9893153937475268,-0.1344232659793255,cached_vmd,transformed
2023-10-01,test,-0.9893153937475268,-0.45693851561209,no_vmd,transformed
2023-11-01,test,0.1698641087130313,-0.0364837685204743,cached_vmd,transformed
2023-11-01,test,0.1698641087130313,-0.5633087143596177,no_vmd,transformed
2023-12-01,test,-0.1296758104738109,0.09321825582413377,cached_vmd,transformed
2023-12-01,test,-0.1296758104738109,-0.629084391201352,no_vmd,transformed
2024-01-01,test,0.7277439936197826,-0.2931046958672863,cached_vmd,transformed
2024-01-01,test,0.7277439936197826,-0.5514974380068945,no_vmd,transformed
2024-02-01,test,0.7277439936197826,0.0875592661550649,cached_vmd,transformed
2024-02-01,test,0.7277439936197826,-0.17499398073179534,no_vmd,transformed
2024-03-01,test,-1.2569279493270091,0.08446994546578648,cached_vmd,transformed
2024-03-01,test,-1.2569279493270091,-0.2530566843434008,no_vmd,transformed
2024-04-01,test,0.3006915906585117,-0.17358491600000275,cached_vmd,transformed
2024-04-01,test,0.3006915906585117,-0.3930231716952468,no_vmd,transformed
2024-05-01,test,-0.0199860097931408,0.027923627822810458,cached_vmd,transformed
2024-05-01,test,-0.0199860097931408,-0.6987607664591706,no_vmd,transformed
2024-06-01,test,0.119940029985012,-0.04847008744617483,cached_vmd,transformed
2024-06-01,test,0.119940029985012,-0.6998867452596482,no_vmd,transformed
2024-07-01,test,0.309473894379557,0.04451503795653539,cached_vmd,transformed
2024-07-01,test,0.309473894379557,-0.7142142942731206,no_vmd,transformed
2024-08-01,test,-0.4777070063694307,0.20194599634579452,cached_vmd,transformed
2024-08-01,test,-0.4777070063694307,-0.7086780546073619,no_vmd,transformed
2024-09-01,test,0.2900000000000062,-0.04080841074631895,cached_vmd,transformed
2024-09-01,test,0.2900000000000062,-0.7819333957486567,no_vmd,transformed
2024-10-01,test,0.039884335427253,-0.1300301805577866,cached_vmd,transformed
2024-10-01,test,0.039884335427253,-0.8062952062590019,no_vmd,transformed
2024-11-01,test,-0.1993421708362432,0.21289146496538233,cached_vmd,transformed
2024-11-01,test,-0.1993421708362432,-0.7244716915638222,no_vmd,transformed
2024-12-01,test,0.1597922700489472,-0.08415236777947793,cached_vmd,transformed
2024-12-01,test,0.1597922700489472,-0.6533120654719637,no_vmd,transformed
2015-12-01,validation,-0.0499650244828591,0.06362266908213296,cached_vmd,transformed
2015-12-01,validation,-0.0499650244828591,0.03176018730155608,no_vmd,transformed
2016-01-01,validation,0.4200000000000017,0.09629006217263714,cached_vmd,transformed
2016-01-01,validation,0.4200000000000017,0.024037338249723306,no_vmd,transformed
2016-02-01,validation,0.4200000000000017,0.15700726793106373,cached_vmd,transformed
2016-02-01,validation,0.4200000000000017,0.038019486639207435,no_vmd,transformed
2016-03-01,validation,0.1493726349332717,0.17525982333627654,cached_vmd,transformed
2016-03-01,validation,0.1493726349332717,0.1041101731126313,no_vmd,transformed
2016-04-01,validation,-0.2386397534055831,0.09298077569758659,cached_vmd,transformed
2016-04-01,validation,-0.2386397534055831,-0.03479834973240822,no_vmd,transformed
2016-05-01,validation,0.2093092793780603,-0.030994309986497298,cached_vmd,transformed
2016-05-01,validation,0.2093092793780603,0.04733582725802425,no_vmd,transformed
2016-06-01,validation,-0.0795703202705515,-0.053848523019474535,cached_vmd,transformed
2016-06-01,validation,-0.0795703202705515,0.005923038222550074,no_vmd,transformed
2016-07-01,validation,-0.3284889508261978,-0.17736759051553108,cached_vmd,transformed
2016-07-01,validation,-0.3284889508261978,0.048201607411428884,no_vmd,transformed
2016-08-01,validation,-0.0299610506341767,-0.11286655504606613,cached_vmd,transformed
2016-08-01,validation,-0.0299610506341767,0.08111301816921382,no_vmd,transformed
2016-09-01,validation,0.4395604395604515,-0.07043433262317234,cached_vmd,transformed
2016-09-01,validation,0.4395604395604515,0.041806986843389266,no_vmd,transformed
2016-10-01,validation,0.2884424109806963,-0.15186416827185117,cached_vmd,transformed
2016-10-01,validation,0.2884424109806963,0.09597588245060268,no_vmd,transformed
2016-11-01,validation,-0.3471189130219124,-0.08368288069483897,cached_vmd,transformed
2016-11-01,validation,-0.3471189130219124,-0.010765959737512744,no_vmd,transformed
2016-12-01,validation,-0.2488057324840764,-0.0902919365859628,cached_vmd,transformed
2016-12-01,validation,-0.2488057324840764,0.07261532274360957,no_vmd,transformed
2017-01-01,validation,-0.2289468445152198,-0.10791505163124623,cached_vmd,transformed
2017-01-01,validation,-0.2289468445152198,0.13453970114365754,no_vmd,transformed
2017-02-01,validation,-0.2289468445152198,-0.11825559208860473,cached_vmd,transformed
2017-02-01,validation,-0.2289468445152198,0.13142090741794912,no_vmd,transformed
2017-03-01,validation,-0.0199541055572286,-0.11431892634509784,cached_vmd,transformed
2017-03-01,validation,-0.0199541055572286,0.06243527365008117,no_vmd,transformed
2017-04-01,validation,-0.2095599241592593,-0.15470700662969974,cached_vmd,transformed
2017-04-01,validation,-0.2095599241592593,-0.11302809300494907,no_vmd,transformed
2017-05-01,validation,-0.5300000000000011,-0.17652928680344965,cached_vmd,transformed
2017-05-01,validation,-0.5300000000000011,0.03282108798334585,no_vmd,transformed
2017-06-01,validation,0.3619181662812902,-0.09129336049817677,cached_vmd,transformed
2017-06-01,validation,0.3619181662812902,0.017917980156721774,no_vmd,transformed
2017-07-01,validation,0.2804768105779837,-0.021808480143499516,cached_vmd,transformed
2017-07-01,validation,0.2804768105779837,-0.20991571562432845,no_vmd,transformed
2017-08-01,validation,0.8091099790230769,-0.13099096484321177,cached_vmd,transformed
2017-08-01,validation,0.8091099790230769,-0.08575311031496671,no_vmd,transformed
2017-09-01,validation,-0.3269916765755036,-0.04306380142112228,cached_vmd,transformed
2017-09-01,validation,-0.3269916765755036,-0.02624469888722767,no_vmd,transformed
2017-10-01,validation,-0.1789442290486199,-0.04903330351482672,cached_vmd,transformed
2017-10-01,validation,-0.1789442290486199,0.028240124247119552,no_vmd,transformed
2017-11-01,validation,-0.2788566875809194,-0.14131787422946643,cached_vmd,transformed
2017-11-01,validation,-0.2788566875809194,-0.18494206286803447,no_vmd,transformed
2017-12-01,validation,0.0798961350244664,-0.09764101533696863,cached_vmd,transformed
2017-12-01,validation,0.0798961350244664,-0.19099151076724605,no_vmd,transformed
2018-01-01,validation,0.218883693164858,-0.09273780252546476,cached_vmd,transformed
2018-01-01,validation,0.218883693164858,-0.25248289519980355,no_vmd,transformed
2018-02-01,validation,0.218883693164858,-0.14028663507084022,cached_vmd,transformed
2018-02-01,validation,0.218883693164858,-0.2922988720517647,no_vmd,transformed
2018-03-01,validation,-0.9927529038022436,-0.036670278653056,cached_vmd,transformed
2018-03-01,validation,-0.9927529038022436,-0.1945042270676052,no_vmd,transformed
2018-04-01,validation,0.350947558407695,-0.08454256596484652,cached_vmd,transformed
2018-04-01,validation,0.350947558407695,-0.06428713922967386,no_vmd,transformed
2018-05-01,validation,0.4696243005595512,-0.10283515428270684,cached_vmd,transformed
2018-05-01,validation,0.4696243005595512,-0.24378135064448417,no_vmd,transformed
2018-06-01,validation,0.0596718050721056,0.0908853524384757,cached_vmd,transformed
2018-06-01,validation,0.0596718050721056,0.13573229964962552,no_vmd,transformed
2018-07-01,validation,-0.6957558890766354,0.07910977104820008,cached_vmd,transformed
2018-07-01,validation,-0.6957558890766354,-0.04009124771539566,no_vmd,transformed
2018-08-01,validation,0.540486437794021,0.15106379886908144,cached_vmd,transformed
2018-08-01,validation,0.540486437794021,0.016574584528509708,no_vmd,transformed
2018-09-01,validation,0.1393728222996521,0.17413809271930947,cached_vmd,transformed
2018-09-01,validation,0.1393728222996521,-0.28388761908015997,no_vmd,transformed
2018-10-01,validation,-0.2584749975146685,-0.10295497629355255,cached_vmd,transformed
2018-10-01,validation,-0.2584749975146685,-0.11698446366424797,no_vmd,transformed
2018-11-01,validation,-0.6179607295923497,-0.006207031344737726,cached_vmd,transformed
2018-11-01,validation,-0.6179607295923497,-0.14014194135063943,no_vmd,transformed
2018-12-01,validation,0.0401163373784036,-0.15231566462659585,cached_vmd,transformed
2018-12-01,validation,0.0401163373784036,-0.17394252416074465,no_vmd,transformed
2019-01-01,validation,0.6993006993007022,-0.17163684728571868,cached_vmd,transformed
2019-01-01,validation,0.6993006993007022,0.0160368934370263,no_vmd,transformed
2019-02-01,validation,0.6993006993007022,0.009919204121633107,cached_vmd,transformed
2019-02-01,validation,0.6993006993007022,0.2755120642598575,no_vmd,transformed
2019-03-01,validation,-1.001984126984118,-0.09185635908023167,cached_vmd,transformed
2019-03-01,validation,-1.001984126984118,-0.31861442391765915,no_vmd,transformed
2019-04-01,validation,0.5210942980258503,-0.14697536464832073,cached_vmd,transformed
2019-04-01,validation,0.5210942980258503,0.04513870034116603,no_vmd,transformed
2019-05-01,validation,0.1794437244541846,0.023162940222804643,cached_vmd,transformed
2019-05-01,validation,0.1794437244541846,0.2833874091472689,no_vmd,transformed
2019-06-01,validation,-0.5771718578963064,-0.10273578468496007,cached_vmd,transformed
2019-06-01,validation,-0.5771718578963064,0.09007526100433132,no_vmd,transformed
2019-07-01,validation,0.2702432188970176,-0.11982918965436852,cached_vmd,transformed
2019-07-01,validation,0.2702432188970176,-0.10879907045511475,no_vmd,transformed
2019-08-01,validation,0.0998203234178422,-0.08059084899713763,cached_vmd,transformed
2019-08-01,validation,0.0998203234178422,0.41728818925221756,no_vmd,transformed
2019-09-01,validation,0.0398883127243638,-0.12554822859852818,cached_vmd,transformed
2019-09-01,validation,0.0398883127243638,0.17134689907336662,no_vmd,transformed
2019-10-01,validation,0.2691387559808714,-0.14978815336648343,cached_vmd,transformed
2019-10-01,validation,0.2691387559808714,0.013073315308188543,no_vmd,transformed
2019-11-01,validation,0.367829804155473,0.00910927138217793,cached_vmd,transformed
2019-11-01,validation,0.367829804155473,-0.1244299070559565,no_vmd,transformed
2019-12-01,validation,0.4358161648177614,-0.128998901694681,cached_vmd,transformed
2019-12-01,validation,0.4358161648177614,0.18822021367192235,no_vmd,transformed
2020-01-01,validation,-1.3829892324409814,-0.12301237594195798,cached_vmd,transformed
2020-01-01,validation,-1.3829892324409814,0.42091040776681304,no_vmd,transformed
2020-02-01,validation,-1.3829892324409814,0.012077940350886787,cached_vmd,transformed
2020-02-01,validation,-1.3829892324409814,0.08285476621301821,no_vmd,transformed
2020-03-01,validation,-0.5509365922067486,-0.1810893868660287,cached_vmd,transformed
2020-03-01,validation,-0.5509365922067486,0.0056072114466863415,no_vmd,transformed
2020-04-01,validation,-0.8259468170830051,-0.13950309019082924,cached_vmd,transformed
2020-04-01,validation,-0.8259468170830051,0.3178644459905145,no_vmd,transformed
2020-05-01,validation,1.5336177127767674,0.04636539078984306,cached_vmd,transformed
2020-05-01,validation,1.5336177127767674,0.35019456865455695,no_vmd,transformed
2020-06-01,validation,0.6902070621186333,-0.14693341518481734,cached_vmd,transformed
2020-06-01,validation,0.6902070621186333,0.2633175227523867,no_vmd,transformed
