model,target,split,RMSE_level,RMSE_raw_transformed,MAE_level,MAE_raw_transformed,MAPE_level,MAPE_raw_transformed
VARNN,Export_US,test,1418098.3168227659,0.13038257873491915,967168.4031213791,0.08966945901852734,9.111695097430236,129.24163722381468
VARNN,Export_US,train,513341.2333296016,0.18392768492839404,328332.3880943091,0.12686932060931388,13.084346946554623,320.15943571051355
VARNN,Export_US,validation,1079992.2472186997,0.1325966472535643,769711.820095673,0.09333737284829581,9.856624494188198,127.61539920739806
